model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
LogisticRegression (Balanced + MEC),100.0,0.7281964040957832,0.06911132968004932,0.5923566878980892,0.6740909457389341,0.732484076433121,0.7770700636942676,0.910828025477707,100.0,0.29012940417640887,0.07239660872099636,0.1582278481012658,0.2292993630573248,0.30476497621543175,0.3386277513504797,0.4585987261146497,100.0,0.18335338582565494,0.014979630406632702,0.1582278481012658,0.1712328767123287,0.18217893217893216,0.19435051305970147,0.2169811320754717,100.0,0.9872615384615385,0.02648592143813599,0.84,1.0,1.0,1.0,1.0,100.0,0.3089421709753724,0.02110650869449804,0.273224043715847,0.2923976608187134,0.3062404751670509,0.325,0.3511450381679389,100.0,0.8367492822966506,0.04481594529602495,0.7194055944055944,0.8027272727272727,0.8366666666666667,0.8685514923672819,0.9381818181818182
LogisticRegression (Balanced + STD),100.0,0.6206248488268967,0.15267382969491977,0.3248407643312102,0.5222929936305732,0.6114649681528662,0.7197452229299363,1.1265822784810129,100.0,0.7687015238248811,0.035011708405180704,0.6708860759493671,0.7388535031847133,0.7770700636942676,0.7961783439490446,0.8343949044585988,100.0,0.3850663205801002,0.04983069701077616,0.2244897959183673,0.3518518518518518,0.38879280525769633,0.42243589743589743,0.4888888888888889,100.0,0.7290153846153846,0.09490795505677276,0.44,0.64,0.7453846153846153,0.8,0.92,100.0,0.5023122720884734,0.05845565453831224,0.2972972972972973,0.4738970588235294,0.5072524700441454,0.5428571428571428,0.6285714285714286,100.0,0.8366806754648859,0.04456775193402393,0.7234848484848485,0.8071969696969696,0.8390931875142401,0.865,0.926969696969697
LogisticRegression (Baseline),100.0,1.0114915746190438,0.16242521223496295,0.6835443037974683,0.9171974522292994,0.9968354430379747,1.122611464968153,1.5443037974683544,100.0,0.8592401032008387,0.039301890789280265,0.6178343949044586,0.8471337579617835,0.8662420382165605,0.8791723776505684,0.9171974522292994,100.0,0.6125935718573345,0.13101204749307704,0.1052631578947368,0.5323529411764706,0.6190476190476191,0.6923076923076923,0.9090909090909092,100.0,0.3940461538461538,0.10062185584953216,0.12,0.32,0.4,0.44,0.64,100.0,0.4720110621668787,0.10154256623010488,0.1269841269841269,0.4,0.48237367802585196,0.5465909090909091,0.6829268292682927,100.0,0.8240910589410588,0.06389017017254053,0.4569924812030075,0.7998484848484848,0.8340734265734266,0.8669924812030075,0.9193939393939394
LogisticRegression (Cost-sensitive + MEC),100.0,0.7609981456099331,0.053860199362922495,0.5796178343949044,0.7321615738127872,0.7707006369426752,0.7965008465693784,0.8670886075949367,100.0,0.2515988067403047,0.0577473552059603,0.1592356687898089,0.207600983632992,0.2420382165605095,0.2882165605095541,0.4203821656050955,100.0,0.17550545867309864,0.010946938597166164,0.1592356687898089,0.16777441004546434,0.1736111111111111,0.1819840743198407,0.2155172413793103,100.0,0.9912307692307692,0.024467797648134264,0.88,1.0,1.0,1.0,1.0,100.0,0.298018801327597,0.015499754020612719,0.2747252747252747,0.2868981846882399,0.2958579881656805,0.30722184352041204,0.3546099290780142,100.0,0.8381807455702193,0.04627762556178634,0.7175757575757575,0.8143181818181818,0.845434039644566,0.8699096736596736,0.9227272727272728
LogisticRegression (Cost-sensitive + STD),100.0,0.5595613964363461,0.1381881570712411,0.2356687898089172,0.4761146496815286,0.5445859872611465,0.6385350318471337,1.038216560509554,100.0,0.6780609529952432,0.04770464126115391,0.5414012738853503,0.643312101910828,0.6847133757961783,0.7133757961783439,0.7961783439490446,100.0,0.31364283189079134,0.03979077509341079,0.208955223880597,0.2871819960861057,0.31400560224089635,0.3426702105908812,0.4363636363636363,100.0,0.8346461538461538,0.08252412705525304,0.56,0.7923076923076924,0.84,0.8811538461538462,1.0,100.0,0.4548060023590791,0.04948649370740733,0.3043478260869565,0.4219298245614035,0.45346320346320346,0.4938997821350762,0.6,100.0,0.8372360542965808,0.044871082209013376,0.7033799533799534,0.8104545454545454,0.8428787878787878,0.8640821678321678,0.9366666666666668
LogisticRegression (SMOTE + MEC),100.0,0.716416592759816,0.07264399142420952,0.535031847133758,0.6624203821656051,0.7261146496815286,0.7733814399741998,0.8407643312101911,100.0,0.304191324679513,0.0836755820315551,0.1592356687898089,0.2420382165605095,0.28980891719745216,0.3630573248407643,0.554140127388535,100.0,0.1867589493989755,0.01835029383984284,0.1592356687898089,0.17331178160919541,0.1824817518248175,0.1968503937007874,0.2527472527472527,100.0,0.9856769230769231,0.026908260991616886,0.88,0.9615384615384616,1.0,1.0,1.0,100.0,0.31350555441406597,0.025057063378760708,0.2747252747252747,0.2954229028889662,0.3081671415004748,0.3289473684210526,0.396551724137931,100.0,0.8321667096061834,0.046577865984852404,0.7209090909090909,0.7927272727272727,0.8333333333333334,0.868345864661654,0.9290909090909092
LogisticRegression (SMOTE + STD),100.0,0.6228585826009837,0.13156765022150285,0.3057324840764331,0.5308997823107312,0.6401273885350318,0.7213375796178343,0.8860759493670886,100.0,0.7647516729823428,0.0380793080102968,0.643312101910828,0.7400931226316213,0.7643312101910829,0.7898089171974523,0.8343949044585988,100.0,0.38176135524511684,0.04855503435665554,0.2758620689655172,0.3476042590949423,0.3801313628899835,0.4230769230769231,0.4878048780487805,100.0,0.7302153846153846,0.08343229411846938,0.56,0.68,0.72,0.8,0.92,100.0,0.49933553299330713,0.05246563119087739,0.3855421686746988,0.461018711018711,0.4931506849315068,0.5333333333333333,0.6060606060606061,100.0,0.8330362006414638,0.04649943285942483,0.7025058275058276,0.8012121212121213,0.8322727272727273,0.8669172932330828,0.9354545454545456
